hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
50,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31210,Craft-repair
40,66,0,0,Private,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,50128,Sales
50,41,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,Iran,53371,Exec-managerial
35,36,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,34800,Sales
90,38,0,2559,Private,10th,6,Never-married,Not-in-family,White,Male,United-States,99999,Prof-specialty
40,37,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,94690,Craft-repair
36,23,0,0,Private,7th-8th,4,Never-married,Unmarried,Other,Male,Mexico,8000,Farming-fishing
38,49,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,14520,Other-service
36,43,0,0,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,86004,Prof-specialty
40,29,0,0,Local-gov,10th,6,Never-married,Not-in-family,White,Male,United-States,19760,Farming-fishing
40,33,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Female,Germany,13578,Other-service
30,61,0,0,Self-emp-inc,Bachelors,13,Separated,Not-in-family,White,Female,United-States,18600,Sales
40,34,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,41133,Craft-repair
45,32,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,46417,Sales
40,38,0,0,Local-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,32076,Prof-specialty
50,34,15020,0,Self-emp-inc,Bachelors,13,Divorced,Unmarried,Black,Male,United-States,99999,Exec-managerial
30,56,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,Canada,41020,Adm-clerical
40,51,3325,0,Local-gov,Prof-school,15,Never-married,Not-in-family,White,Male,United-States,35461,Prof-specialty
40,41,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,31500,Sales
40,34,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,31888,Prof-specialty
40,65,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,?,25200,Adm-clerical
40,46,0,0,Private,Doctorate,16,Never-married,Own-child,White,Male,?,22164,Other-service
40,28,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,?,48600,Exec-managerial
40,21,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Male,Haiti,6000,Other-service
40,50,0,0,Private,Preschool,1,Married-civ-spouse,Husband,Black,Male,Haiti,10000,Farming-fishing
40,23,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,Haiti,5572,Transport-moving
40,20,0,0,Private,Some-college,10,Never-married,Own-child,Black,Female,Haiti,7000,Adm-clerical
35,21,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,Mexico,5600,Craft-repair
35,21,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,Mexico,5600,Craft-repair
40,50,0,0,Private,Preschool,1,Never-married,Not-in-family,Black,Female,Haiti,8000,Other-service
10,71,0,0,?,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,19150,?
40,47,0,0,Private,Preschool,1,Never-married,Unmarried,Black,Female,Haiti,7270,Sales
40,29,0,0,Private,11th,7,Never-married,Own-child,Black,Male,Haiti,7800,Craft-repair
20,77,0,0,Private,Some-college,10,Widowed,Not-in-family,White,Female,United-States,3570,Priv-house-serv
45,42,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,78086,Adm-clerical
10,17,0,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,1633,Handlers-cleaners
50,38,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,77116,Exec-managerial
40,41,0,0,Private,Assoc-acdm,12,Divorced,Not-in-family,Black,Female,Jamaica,30000,Exec-managerial
60,38,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,56166,Exec-managerial
60,44,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,46100,Exec-managerial
60,40,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,22000,Exec-managerial
40,32,0,0,Private,10th,6,Divorced,Not-in-family,White,Male,United-States,14000,Machine-op-inspct
40,29,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,15600,Transport-moving
45,54,0,0,?,HS-grad,9,Divorced,Other-relative,White,Male,United-States,16000,?
40,37,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,50324,Exec-managerial
40,43,0,0,Private,Masters,14,Divorced,Unmarried,White,Female,United-States,28000,Other-service
80,37,0,0,Local-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,99999,Protective-serv
40,60,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,62730,Exec-managerial
40,25,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,Black,Female,United-States,16800,Other-service
40,63,0,0,?,9th,5,Separated,Not-in-family,Black,Male,United-States,8840,?
49,40,0,0,State-gov,Some-college,10,Never-married,Unmarried,Black,Female,United-States,13500,Adm-clerical
65,49,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
45,26,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,42000,Exec-managerial
39,24,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,7511,Prof-specialty
8,55,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,8500,Sales
65,35,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,24387,Other-service
43,32,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,45973,Protective-serv
40,49,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,16707,Craft-repair
65,42,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,12600,Other-service
40,56,0,0,Self-emp-not-inc,11th,7,Married-civ-spouse,Husband,White,Male,United-States,4000,Craft-repair
70,49,0,0,Private,7th-8th,4,Divorced,Not-in-family,White,Male,United-States,13500,Craft-repair
70,68,0,0,Private,11th,7,Divorced,Not-in-family,White,Male,United-States,17572,Transport-moving
50,73,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,66832,Sales
40,30,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,Black,Male,United-States,17575,Prof-specialty
40,48,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,14500,Handlers-cleaners
40,32,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,Jamaica,14439,Exec-managerial
40,35,0,0,Private,Bachelors,13,Never-married,Not-in-family,Black,Male,United-States,8000,Handlers-cleaners
20,22,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,1000,Other-service
40,35,0,0,Private,HS-grad,9,Separated,Not-in-family,Black,Male,United-States,1000,Other-service
40,35,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,84002,Sales
36,32,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,14600,Craft-repair
40,41,0,0,Private,5th-6th,3,Married-civ-spouse,Wife,White,Female,Mexico,18000,Farming-fishing
55,32,0,0,Self-emp-not-inc,10th,6,Married-civ-spouse,Husband,White,Male,United-States,30267,Exec-managerial
36,37,0,0,Private,5th-6th,3,Married-civ-spouse,Husband,White,Male,Mexico,9004,Farming-fishing
36,18,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,4500,Farming-fishing
40,29,0,0,Private,HS-grad,9,Never-married,Unmarried,Black,Female,United-States,5240,Tech-support
40,30,0,0,Private,Some-college,10,Never-married,Unmarried,Black,Female,United-States,4002,Adm-clerical
50,37,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Male,United-States,7640,Transport-moving
14,28,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,5000,Other-service
40,61,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,12675,Sales
40,44,0,0,Private,HS-grad,9,Married-spouse-absent,Unmarried,White,Female,United-States,15000,Adm-clerical
30,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,5600,Prof-specialty
40,20,0,0,Private,11th,7,Never-married,Not-in-family,White,Male,United-States,4000,Craft-repair
30,46,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,5000,Craft-repair
30,54,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,10000,Adm-clerical
65,37,0,0,Private,11th,7,Divorced,Not-in-family,White,Male,United-States,24200,Transport-moving
40,34,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,33700,Craft-repair
40,46,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,76560,Protective-serv
15,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,2000,Adm-clerical
50,29,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,94500,Prof-specialty
36,75,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,52930,Sales
40,54,0,1628,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,34230,Craft-repair
6,22,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,1015,Prof-specialty
20,17,594,0,Private,12th,8,Never-married,Own-child,White,Female,United-States,1807,Adm-clerical
40,41,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,25000,Craft-repair
40,29,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,12000,Machine-op-inspct
60,44,5178,0,Private,Masters,14,Married-civ-spouse,Husband,Black,Male,United-States,63218,Exec-managerial
40,55,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,Canada,57338,Sales
30,55,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,50702,?
45,52,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,39759,Exec-managerial
50,32,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,31215,Sales
10,26,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,4803,Prof-specialty
40,20,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,20660,Other-service
51,52,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,18000,Sales
45,47,0,0,Self-emp-not-inc,Some-college,10,Divorced,Unmarried,White,Female,United-States,7250,Other-service
65,39,0,0,?,Some-college,10,Divorced,Not-in-family,White,Male,Puerto-Rico,19000,?
45,24,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,9100,Other-service
40,31,0,0,Private,11th,7,Divorced,Not-in-family,White,Female,United-States,5500,Other-service
40,21,0,0,Private,Some-college,10,Never-married,Unmarried,Black,Female,United-States,14630,Adm-clerical
60,20,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Male,United-States,10577,Protective-serv
40,58,0,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,98854,Exec-managerial
37,46,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,10040,Exec-managerial
50,27,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,32119,Handlers-cleaners
35,22,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,6583,Other-service
35,21,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Female,United-States,10005,Other-service
40,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,41669,Craft-repair
50,43,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,24000,Tech-support
48,52,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,20100,Sales
40,56,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,95167,Exec-managerial
40,46,0,0,Local-gov,HS-grad,9,Separated,Unmarried,Black,Female,United-States,12647,Adm-clerical
47,43,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,52050,Exec-managerial
55,47,99999,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,36,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,28100,Adm-clerical
40,42,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,52523,Adm-clerical
40,37,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,12000,Adm-clerical
40,40,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,14210,Exec-managerial
40,57,0,0,Private,Assoc-voc,11,Widowed,Not-in-family,Black,Male,?,23200,Craft-repair
65,32,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,48600,Sales
40,28,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,67006,Sales
32,39,5013,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,45450,Prof-specialty
25,22,0,1602,?,Some-college,10,Divorced,Own-child,White,Male,United-States,400,?
40,38,0,0,Self-emp-not-inc,Some-college,10,Divorced,Not-in-family,White,Male,United-States,30554,Farming-fishing
16,80,0,0,Private,HS-grad,9,Married-spouse-absent,Not-in-family,White,Female,United-States,11692,Adm-clerical
40,39,0,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
50,27,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,31200,Prof-specialty
45,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,61010,Craft-repair
30,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,5000,Other-service
45,49,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,70409,Craft-repair
20,20,0,0,Self-emp-inc,Some-college,10,Never-married,Own-child,White,Male,United-States,3350,Craft-repair
20,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3200,Sales
40,31,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,25000,Prof-specialty
50,29,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,59000,Sales
50,46,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,India,99999,Sales
37,49,99999,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
65,41,0,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,24000,Craft-repair
40,23,4650,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,45650,Other-service
35,37,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,86300,Prof-specialty
20,17,0,0,Self-emp-inc,11th,7,Never-married,Own-child,White,Male,United-States,5700,Prof-specialty
35,31,0,0,Private,11th,7,Never-married,Not-in-family,Black,Male,United-States,9000,Transport-moving
40,41,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,40595,Craft-repair
60,35,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,34797,Exec-managerial
45,25,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Male,United-States,18000,Sales
25,74,20051,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
5,28,0,0,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,29185,Prof-specialty
40,34,6497,0,Local-gov,Bachelors,13,Divorced,Unmarried,White,Female,United-States,40311,Prof-specialty
20,65,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,14500,Other-service
45,47,0,0,Federal-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,50600,Adm-clerical
40,55,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,15950,Farming-fishing
32,19,0,0,Self-emp-not-inc,Some-college,10,Never-married,Own-child,White,Female,United-States,11685,Farming-fishing
50,25,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,2000,Other-service
40,32,0,0,Private,Some-college,10,Married-AF-spouse,Wife,White,Female,United-States,62650,Exec-managerial
45,28,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,38050,Prof-specialty
7,76,0,0,?,7th-8th,4,Divorced,Not-in-family,White,Female,United-States,3500,?
48,52,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,Cuba,27072,Other-service
26,18,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,5013,Adm-clerical
67,39,0,2415,Private,Prof-school,15,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,India,99999,Prof-specialty
3,51,0,0,?,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,85584,?
50,36,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,48,3325,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,34325,Craft-repair
70,26,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,50475,Exec-managerial
40,31,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,31300,Sales
40,27,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,16300,Adm-clerical
40,27,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,10000,Prof-specialty
40,37,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,35285,Adm-clerical
17,76,0,0,Private,HS-grad,9,Widowed,Not-in-family,White,Male,United-States,19183,Other-service
40,58,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,?,20808,Other-service
45,40,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,61132,Exec-managerial
40,28,0,0,Private,Assoc-acdm,12,Divorced,Not-in-family,White,Female,United-States,18525,Adm-clerical
30,25,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,9000,Craft-repair
50,28,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,13500,Machine-op-inspct
20,54,0,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,7500,Prof-specialty
45,40,0,0,Private,Assoc-acdm,12,Divorced,Unmarried,White,Male,United-States,36000,Exec-managerial
60,46,0,0,Self-emp-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,18,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,2000,?
40,42,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,Black,Male,United-States,60398,Prof-specialty
40,52,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,38632,Adm-clerical
30,26,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,10000,Prof-specialty
40,34,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,?,36050,Prof-specialty
42,49,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,88631,Prof-specialty
55,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,62600,Exec-managerial
40,35,0,0,Private,12th,8,Married-civ-spouse,Husband,White,Male,United-States,38500,Transport-moving
40,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,17312,Craft-repair
15,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,2500,Sales
35,43,0,0,Private,5th-6th,3,Married-spouse-absent,Unmarried,White,Male,Mexico,6000,Farming-fishing
35,32,0,0,Private,7th-8th,4,Married-spouse-absent,Other-relative,White,Male,Mexico,6000,Farming-fishing
35,23,0,0,Private,5th-6th,3,Never-married,Other-relative,White,Male,Mexico,6000,Farming-fishing
35,31,0,0,Private,7th-8th,4,Married-civ-spouse,Other-relative,White,Male,Mexico,12000,Farming-fishing
35,41,0,0,Private,5th-6th,3,Married-spouse-absent,Not-in-family,White,Male,Mexico,6000,Farming-fishing
40,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,40563,Craft-repair
40,48,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,64462,Sales
45,50,7298,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,77486,Exec-managerial
40,34,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,30650,Sales
40,47,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,50001,Sales
40,25,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,36328,Other-service
50,33,7688,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
40,45,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,72662,Prof-specialty
40,30,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,England,30100,Sales
52,58,0,0,Self-emp-not-inc,12th,8,Divorced,Not-in-family,White,Female,United-States,12550,Sales
40,48,0,0,Private,Bachelors,13,Divorced,Unmarried,White,Male,United-States,50602,Sales
40,42,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,Canada,26260,Prof-specialty
16,18,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,Canada,1400,Other-service
33,53,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Female,United-States,22511,Sales
50,32,0,0,Local-gov,Bachelors,13,Separated,Not-in-family,White,Female,United-States,52556,Prof-specialty
5,50,0,1408,Self-emp-not-inc,Assoc-acdm,12,Never-married,Not-in-family,White,Female,United-States,43610,Sales
40,37,0,0,Private,Doctorate,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,?,29000,Prof-specialty
40,38,0,0,Self-emp-inc,HS-grad,9,Divorced,Unmarried,White,Male,United-States,30350,Exec-managerial
40,27,0,0,Private,Bachelors,13,Separated,Not-in-family,Asian-Pac-Islander,Male,Philippines,70040,Prof-specialty
28,28,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,1000,Other-service
38,30,0,0,Private,7th-8th,4,Never-married,Not-in-family,White,Male,United-States,10000,Craft-repair
50,37,0,0,Self-emp-not-inc,Assoc-acdm,12,Married-spouse-absent,Not-in-family,White,Male,United-States,20000,Farming-fishing
60,44,99999,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
10,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,1800,Adm-clerical
40,19,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2767,?
5,55,0,0,?,Assoc-acdm,12,Married-spouse-absent,Not-in-family,White,Female,United-States,3000,?
40,29,0,0,Private,Some-college,10,Divorced,Unmarried,White,Male,United-States,20020,Tech-support
40,32,0,0,?,Some-college,10,Never-married,Other-relative,White,Male,United-States,17020,?
48,51,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,78462,Craft-repair
40,49,0,0,?,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,18000,?
70,56,0,0,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Not-in-family,White,Male,United-States,33000,Exec-managerial
40,35,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,53662,Craft-repair
40,24,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,8320,Adm-clerical
55,24,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,Jamaica,18000,Sales
60,28,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,28500,Exec-managerial
40,23,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,28000,Protective-serv
42,26,5178,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,60578,Sales
40,53,0,1977,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,99999,Adm-clerical
65,45,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,85480,Sales
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,16020,Handlers-cleaners
45,32,0,0,Private,Some-college,10,Divorced,Unmarried,White,Male,United-States,19100,Machine-op-inspct
40,34,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42000,Craft-repair
40,21,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,43000,Adm-clerical
30,50,0,0,Private,7th-8th,4,Divorced,Not-in-family,White,Female,United-States,14320,Craft-repair
40,28,0,0,Private,9th,5,Married-civ-spouse,Wife,White,Female,United-States,25160,Machine-op-inspct
36,44,0,0,Private,12th,8,Never-married,Not-in-family,Black,Male,United-States,18650,Transport-moving
40,33,0,0,Local-gov,Some-college,10,Divorced,Unmarried,Black,Female,United-States,20002,Adm-clerical
40,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,6000,Handlers-cleaners
40,49,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
40,33,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,22000,Farming-fishing
36,31,0,0,?,HS-grad,9,Widowed,Unmarried,White,Female,United-States,5500,?
25,65,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,12450,?
38,33,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,21000,Adm-clerical
50,47,0,0,Local-gov,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,49500,Prof-specialty
40,50,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,92852,Exec-managerial
40,19,0,0,?,HS-grad,9,Never-married,Own-child,White,Male,United-States,6000,?
48,56,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,88951,Craft-repair
45,27,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,40029,Sales
70,43,0,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,77550,Exec-managerial
35,20,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,1700,?
6,43,0,0,Private,Some-college,10,Married-civ-spouse,Wife,Other,Female,Puerto-Rico,42412,Prof-specialty
38,59,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,22954,Other-service
44,45,0,0,Private,Assoc-voc,11,Divorced,Not-in-family,White,Female,United-States,13263,Sales
45,27,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,?,22000,Adm-clerical
45,26,0,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,29646,Tech-support
40,40,0,0,Local-gov,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,57000,Exec-managerial
60,39,5178,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,61178,Sales
60,56,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,22760,Sales
30,23,0,1719,?,Some-college,10,Never-married,Own-child,White,Female,United-States,4281,?
40,46,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,74044,Prof-specialty
45,40,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,85555,Sales
32,34,0,0,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Husband,White,Male,Canada,87100,Prof-specialty
30,49,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,30267,Craft-repair
35,19,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,4000,Other-service
